slice_file_name,fsID,fold,classID,class_name
150001040800.wav,,,11,plastic_bag
150001050500.wav,,,11,plastic_bag
150001050800.wav,,,11,plastic_bag
150001060500.wav,,,11,plastic_bag
150001060800.wav,,,11,plastic_bag
1500010620400.wav,,,11,plastic_bag
1500010640000.wav,,,11,plastic_bag
1500020120400.wav,,,11,plastic_bag
1500020140000.wav,,,11,plastic_bag
150002020500.wav,,,11,plastic_bag
150002020800.wav,,,11,plastic_bag
1500020220400.wav,,,11,plastic_bag
1500020240000.wav,,,11,plastic_bag
150002030800.wav,,,11,plastic_bag
150002050500.wav,,,11,plastic_bag
150002060500.wav,,,11,plastic_bag
150002060800.wav,,,11,plastic_bag
1500020620400.wav,,,11,plastic_bag
1500020640000.wav,,,11,plastic_bag
150003020500.wav,,,11,plastic_bag
150003050500.wav,,,11,plastic_bag
1500040120400.wav,,,11,plastic_bag
150004020500.wav,,,11,plastic_bag
1500040220400.wav,,,11,plastic_bag
1500040420400.wav,,,11,plastic_bag
150004060500.wav,,,11,plastic_bag
150004060800.wav,,,11,plastic_bag
1500040620400.wav,,,11,plastic_bag
1500040640000.wav,,,11,plastic_bag
150005010500.wav,,,11,plastic_bag
1500050120400.wav,,,11,plastic_bag
150005020500.wav,,,11,plastic_bag
1500050220400.wav,,,11,plastic_bag
150005030500.wav,,,11,plastic_bag
1500050320400.wav,,,11,plastic_bag
150005040500.wav,,,11,plastic_bag
1500050420400.wav,,,11,plastic_bag
150005050500.wav,,,11,plastic_bag
1500050520400.wav,,,11,plastic_bag
150005060500.wav,,,11,plastic_bag
1500050620400.wav,,,11,plastic_bag
150007010800.wav,,,11,plastic_bag
1500070120400.wav,,,11,plastic_bag
150007020500.wav,,,11,plastic_bag
150007020800.wav,,,11,plastic_bag
1500070220400.wav,,,11,plastic_bag
1500070240000.wav,,,11,plastic_bag
150007030500.wav,,,11,plastic_bag
150007030800.wav,,,11,plastic_bag
1500070340000.wav,,,11,plastic_bag
150007040500.wav,,,11,plastic_bag
150007040800.wav,,,11,plastic_bag
1500070420400.wav,,,11,plastic_bag
1500070440000.wav,,,11,plastic_bag
150007050500.wav,,,11,plastic_bag
150007050800.wav,,,11,plastic_bag
1500070520400.wav,,,11,plastic_bag
1500070540000.wav,,,11,plastic_bag
150007060500.wav,,,11,plastic_bag
150007060800.wav,,,11,plastic_bag
1500070620400.wav,,,11,plastic_bag
1500070640000.wav,,,11,plastic_bag
150007070800.wav,,,11,plastic_bag
200001010800.wav,,,11,plastic_bag
200001020500.wav,,,11,plastic_bag
200001020800.wav,,,11,plastic_bag
200001040800.wav,,,11,plastic_bag
200001050500.wav,,,11,plastic_bag
200001050800.wav,,,11,plastic_bag
200001060500.wav,,,11,plastic_bag
200001060800.wav,,,11,plastic_bag
2000010620400.wav,,,11,plastic_bag
2000010640000.wav,,,11,plastic_bag
200002010800.wav,,,11,plastic_bag
200002020500.wav,,,11,plastic_bag
200002020800.wav,,,11,plastic_bag
2000020220400.wav,,,11,plastic_bag
2000020240000.wav,,,11,plastic_bag
200002040800.wav,,,11,plastic_bag
200002050500.wav,,,11,plastic_bag
200002050800.wav,,,11,plastic_bag
200002060500.wav,,,11,plastic_bag
200002060800.wav,,,11,plastic_bag
2000020620400.wav,,,11,plastic_bag
2000020640000.wav,,,11,plastic_bag
200003010500.wav,,,11,plastic_bag
200003020500.wav,,,11,plastic_bag
200003050500.wav,,,11,plastic_bag
2000040120400.wav,,,11,plastic_bag
2000040140000.wav,,,11,plastic_bag
200004020500.wav,,,11,plastic_bag
200004020800.wav,,,11,plastic_bag
2000040220400.wav,,,11,plastic_bag
2000040240000.wav,,,11,plastic_bag
200004040800.wav,,,11,plastic_bag
2000040420400.wav,,,11,plastic_bag
2000040540000.wav,,,11,plastic_bag
200004060500.wav,,,11,plastic_bag
200004060800.wav,,,11,plastic_bag
2000040620400.wav,,,11,plastic_bag
2000040640000.wav,,,11,plastic_bag
200005010500.wav,,,11,plastic_bag
2000050120400.wav,,,11,plastic_bag
200005020500.wav,,,11,plastic_bag
2000050220400.wav,,,11,plastic_bag
200005030500.wav,,,11,plastic_bag
2000050320400.wav,,,11,plastic_bag
200005040500.wav,,,11,plastic_bag
2000050420400.wav,,,11,plastic_bag
200005050500.wav,,,11,plastic_bag
2000050520400.wav,,,11,plastic_bag
200005060500.wav,,,11,plastic_bag
2000050620400.wav,,,11,plastic_bag
200005080500.wav,,,11,plastic_bag
200007010500.wav,,,11,plastic_bag
200007010800.wav,,,11,plastic_bag
2000070120400.wav,,,11,plastic_bag
2000070140000.wav,,,11,plastic_bag
200007020500.wav,,,11,plastic_bag
200007020800.wav,,,11,plastic_bag
2000070220400.wav,,,11,plastic_bag
2000070240000.wav,,,11,plastic_bag
200007030500.wav,,,11,plastic_bag
200007030800.wav,,,11,plastic_bag
2000070320400.wav,,,11,plastic_bag
2000070340000.wav,,,11,plastic_bag
200007040500.wav,,,11,plastic_bag
2000070420400.wav,,,11,plastic_bag
200007050500.wav,,,11,plastic_bag
200007050800.wav,,,11,plastic_bag
2000070520400.wav,,,11,plastic_bag
200007060500.wav,,,11,plastic_bag
200007060800.wav,,,11,plastic_bag
2000070620400.wav,,,11,plastic_bag
2000070640000.wav,,,11,plastic_bag
2000070720400.wav,,,11,plastic_bag
2001010500.wav,,,11,plastic_bag
20010120400.wav,,,11,plastic_bag
2001020800.wav,,,11,plastic_bag
2001040800.wav,,,11,plastic_bag
2001060500.wav,,,11,plastic_bag
2001060800.wav,,,11,plastic_bag
20010620400.wav,,,11,plastic_bag
20010640000.wav,,,11,plastic_bag
2002060500.wav,,,11,plastic_bag
2002060800.wav,,,11,plastic_bag
20020620400.wav,,,11,plastic_bag
20020640000.wav,,,11,plastic_bag
2003040500.wav,,,11,plastic_bag
2004060500.wav,,,11,plastic_bag
2004060800.wav,,,11,plastic_bag
20040620400.wav,,,11,plastic_bag
20040640000.wav,,,11,plastic_bag
20050120400.wav,,,11,plastic_bag
2005020500.wav,,,11,plastic_bag
20050220400.wav,,,11,plastic_bag
2005040500.wav,,,11,plastic_bag
20050420400.wav,,,11,plastic_bag
20050520400.wav,,,11,plastic_bag
2005060500.wav,,,11,plastic_bag
20050620400.wav,,,11,plastic_bag
2007020500.wav,,,11,plastic_bag
2007020800.wav,,,11,plastic_bag
20070220400.wav,,,11,plastic_bag
20070240000.wav,,,11,plastic_bag
2007040500.wav,,,11,plastic_bag
20070420400.wav,,,11,plastic_bag
2007050500.wav,,,11,plastic_bag
20070520400.wav,,,11,plastic_bag
2007060500.wav,,,11,plastic_bag
20070620400.wav,,,11,plastic_bag
20070640000.wav,,,11,plastic_bag
2008010500.wav,,,11,plastic_bag
220001020500.wav,,,11,plastic_bag
220001020800.wav,,,11,plastic_bag
2200010220400.wav,,,11,plastic_bag
220001040800.wav,,,11,plastic_bag
220001050500.wav,,,11,plastic_bag
220001050800.wav,,,11,plastic_bag
220001060500.wav,,,11,plastic_bag
220001060800.wav,,,11,plastic_bag
2200010620400.wav,,,11,plastic_bag
2200010640000.wav,,,11,plastic_bag
2200020140000.wav,,,11,plastic_bag
220002020500.wav,,,11,plastic_bag
220002020800.wav,,,11,plastic_bag
2200020220400.wav,,,11,plastic_bag
2200020240000.wav,,,11,plastic_bag
220002040800.wav,,,11,plastic_bag
220002050500.wav,,,11,plastic_bag
220002050800.wav,,,11,plastic_bag
2200020520400.wav,,,11,plastic_bag
220002060500.wav,,,11,plastic_bag
220002060800.wav,,,11,plastic_bag
2200020620400.wav,,,11,plastic_bag
2200020640000.wav,,,11,plastic_bag
220003020500.wav,,,11,plastic_bag
220003040500.wav,,,11,plastic_bag
220003050500.wav,,,11,plastic_bag
2200040120400.wav,,,11,plastic_bag
2200040140000.wav,,,11,plastic_bag
220004020500.wav,,,11,plastic_bag
220004020800.wav,,,11,plastic_bag
2200040220400.wav,,,11,plastic_bag
2200040240000.wav,,,11,plastic_bag
220004060500.wav,,,11,plastic_bag
220004060800.wav,,,11,plastic_bag
2200040620400.wav,,,11,plastic_bag
2200040640000.wav,,,11,plastic_bag
220005010500.wav,,,11,plastic_bag
2200050120400.wav,,,11,plastic_bag
220005020500.wav,,,11,plastic_bag
2200050220400.wav,,,11,plastic_bag
220005030500.wav,,,11,plastic_bag
2200050320400.wav,,,11,plastic_bag
220005040500.wav,,,11,plastic_bag
2200050420400.wav,,,11,plastic_bag
220005050500.wav,,,11,plastic_bag
2200050520400.wav,,,11,plastic_bag
220005060500.wav,,,11,plastic_bag
2200050620400.wav,,,11,plastic_bag
220005080500.wav,,,11,plastic_bag
220007010500.wav,,,11,plastic_bag
220007010800.wav,,,11,plastic_bag
2200070140000.wav,,,11,plastic_bag
220007020500.wav,,,11,plastic_bag
2200070220400.wav,,,11,plastic_bag
2200070240000.wav,,,11,plastic_bag
220007030500.wav,,,11,plastic_bag
2200070320400.wav,,,11,plastic_bag
2200070340000.wav,,,11,plastic_bag
220007040500.wav,,,11,plastic_bag
220007040800.wav,,,11,plastic_bag
2200070420400.wav,,,11,plastic_bag
2200070440000.wav,,,11,plastic_bag
220007050500.wav,,,11,plastic_bag
220007050800.wav,,,11,plastic_bag
2200070520400.wav,,,11,plastic_bag
2200070540000.wav,,,11,plastic_bag
220007060500.wav,,,11,plastic_bag
220007060800.wav,,,11,plastic_bag
2200070620400.wav,,,11,plastic_bag
2200070640000.wav,,,11,plastic_bag
240001010800.wav,,,11,plastic_bag
240001020500.wav,,,11,plastic_bag
240001020800.wav,,,11,plastic_bag
2400010220400.wav,,,11,plastic_bag
240001040800.wav,,,11,plastic_bag
240001050500.wav,,,11,plastic_bag
240001050800.wav,,,11,plastic_bag
2400010520400.wav,,,11,plastic_bag
240001060500.wav,,,11,plastic_bag
240001060800.wav,,,11,plastic_bag
2400010620400.wav,,,11,plastic_bag
2400010640000.wav,,,11,plastic_bag
2400020120400.wav,,,11,plastic_bag
2400020140000.wav,,,11,plastic_bag
240002020500.wav,,,11,plastic_bag
240002020800.wav,,,11,plastic_bag
2400020220400.wav,,,11,plastic_bag
2400020240000.wav,,,11,plastic_bag
2400020420400.wav,,,11,plastic_bag
2400020440000.wav,,,11,plastic_bag
240002050800.wav,,,11,plastic_bag
2400020520400.wav,,,11,plastic_bag
240002060500.wav,,,11,plastic_bag
240002060800.wav,,,11,plastic_bag
2400020620400.wav,,,11,plastic_bag
2400020640000.wav,,,11,plastic_bag
240003020500.wav,,,11,plastic_bag
240003040500.wav,,,11,plastic_bag
240003050500.wav,,,11,plastic_bag
2400040120400.wav,,,11,plastic_bag
2400040140000.wav,,,11,plastic_bag
240004020500.wav,,,11,plastic_bag
240004020800.wav,,,11,plastic_bag
2400040220400.wav,,,11,plastic_bag
2400040240000.wav,,,11,plastic_bag
240004040800.wav,,,11,plastic_bag
2400040420400.wav,,,11,plastic_bag
2400040540000.wav,,,11,plastic_bag
240004060500.wav,,,11,plastic_bag
240004060800.wav,,,11,plastic_bag
2400040620400.wav,,,11,plastic_bag
2400040640000.wav,,,11,plastic_bag
240005010500.wav,,,11,plastic_bag
2400050120400.wav,,,11,plastic_bag
240005020500.wav,,,11,plastic_bag
2400050220400.wav,,,11,plastic_bag
240005030500.wav,,,11,plastic_bag
2400050320400.wav,,,11,plastic_bag
240005040500.wav,,,11,plastic_bag
2400050420400.wav,,,11,plastic_bag
240005050500.wav,,,11,plastic_bag
2400050520400.wav,,,11,plastic_bag
240005060500.wav,,,11,plastic_bag
2400050620400.wav,,,11,plastic_bag
240007010500.wav,,,11,plastic_bag
2400070140000.wav,,,11,plastic_bag
240007020500.wav,,,11,plastic_bag
240007020800.wav,,,11,plastic_bag
2400070220400.wav,,,11,plastic_bag
2400070240000.wav,,,11,plastic_bag
240007030500.wav,,,11,plastic_bag
240007030800.wav,,,11,plastic_bag
2400070320400.wav,,,11,plastic_bag
2400070340000.wav,,,11,plastic_bag
240007040500.wav,,,11,plastic_bag
2400070420400.wav,,,11,plastic_bag
2400070440000.wav,,,11,plastic_bag
240007050500.wav,,,11,plastic_bag
2400070520400.wav,,,11,plastic_bag
2400070540000.wav,,,11,plastic_bag
240007060500.wav,,,11,plastic_bag
240007060800.wav,,,11,plastic_bag
2400070620400.wav,,,11,plastic_bag
2400070640000.wav,,,11,plastic_bag
2400070720400.wav,,,11,plastic_bag
2400070740000.wav,,,11,plastic_bag
2410001010800.wav,,,11,plastic_bag
2410001020500.wav,,,11,plastic_bag
2410001020800.wav,,,11,plastic_bag
24100010220400.wav,,,11,plastic_bag
24100010240000.wav,,,11,plastic_bag
2410001040800.wav,,,11,plastic_bag
24100010420400.wav,,,11,plastic_bag
24100010440000.wav,,,11,plastic_bag
2410001050500.wav,,,11,plastic_bag
2410001050800.wav,,,11,plastic_bag
24100010520400.wav,,,11,plastic_bag
2410001060500.wav,,,11,plastic_bag
2410001060800.wav,,,11,plastic_bag
24100010620400.wav,,,11,plastic_bag
24100010640000.wav,,,11,plastic_bag
2410002010800.wav,,,11,plastic_bag
2410002020500.wav,,,11,plastic_bag
2410002020800.wav,,,11,plastic_bag
24100020220400.wav,,,11,plastic_bag
24100020240000.wav,,,11,plastic_bag
24100020340000.wav,,,11,plastic_bag
24100020520400.wav,,,11,plastic_bag
2410002060500.wav,,,11,plastic_bag
2410002060800.wav,,,11,plastic_bag
24100020620400.wav,,,11,plastic_bag
24100020640000.wav,,,11,plastic_bag
2410003020500.wav,,,11,plastic_bag
2410003040500.wav,,,11,plastic_bag
2410003050500.wav,,,11,plastic_bag
2410004010500.wav,,,11,plastic_bag
2410004010800.wav,,,11,plastic_bag
24100040120400.wav,,,11,plastic_bag
24100040140000.wav,,,11,plastic_bag
2410004020500.wav,,,11,plastic_bag
2410004020800.wav,,,11,plastic_bag
24100040220400.wav,,,11,plastic_bag
24100040240000.wav,,,11,plastic_bag
24100040420400.wav,,,11,plastic_bag
2410004050500.wav,,,11,plastic_bag
24100040520400.wav,,,11,plastic_bag
2410004060500.wav,,,11,plastic_bag
2410004060800.wav,,,11,plastic_bag
24100040620400.wav,,,11,plastic_bag
24100040640000.wav,,,11,plastic_bag
2410005010500.wav,,,11,plastic_bag
24100050120400.wav,,,11,plastic_bag
2410005020500.wav,,,11,plastic_bag
24100050220400.wav,,,11,plastic_bag
2410005030500.wav,,,11,plastic_bag
24100050320400.wav,,,11,plastic_bag
2410005040500.wav,,,11,plastic_bag
24100050420400.wav,,,11,plastic_bag
2410005050500.wav,,,11,plastic_bag
24100050520400.wav,,,11,plastic_bag
2410005060500.wav,,,11,plastic_bag
24100050620400.wav,,,11,plastic_bag
2410005080500.wav,,,11,plastic_bag
24100050820400.wav,,,11,plastic_bag
2410007010500.wav,,,11,plastic_bag
24100070120400.wav,,,11,plastic_bag
24100070140000.wav,,,11,plastic_bag
2410007020500.wav,,,11,plastic_bag
2410007020800.wav,,,11,plastic_bag
24100070220400.wav,,,11,plastic_bag
24100070240000.wav,,,11,plastic_bag
2410007030500.wav,,,11,plastic_bag
24100070320400.wav,,,11,plastic_bag
24100070340000.wav,,,11,plastic_bag
2410007040500.wav,,,11,plastic_bag
24100070420400.wav,,,11,plastic_bag
24100070440000.wav,,,11,plastic_bag
2410007050500.wav,,,11,plastic_bag
24100070520400.wav,,,11,plastic_bag
24100070540000.wav,,,11,plastic_bag
2410007060500.wav,,,11,plastic_bag
2410007060800.wav,,,11,plastic_bag
24100070620400.wav,,,11,plastic_bag
24100070640000.wav,,,11,plastic_bag
24100070720400.wav,,,11,plastic_bag
24100070740000.wav,,,11,plastic_bag
30001020800.wav,,,11,plastic_bag
30001060500.wav,,,11,plastic_bag
30001060800.wav,,,11,plastic_bag
300010620400.wav,,,11,plastic_bag
300010640000.wav,,,11,plastic_bag
30002020500.wav,,,11,plastic_bag
30002020800.wav,,,11,plastic_bag
300020240000.wav,,,11,plastic_bag
30002060500.wav,,,11,plastic_bag
30002060800.wav,,,11,plastic_bag
300020620400.wav,,,11,plastic_bag
300020640000.wav,,,11,plastic_bag
30003040500.wav,,,11,plastic_bag
300040120400.wav,,,11,plastic_bag
300040220400.wav,,,11,plastic_bag
30004060500.wav,,,11,plastic_bag
30004060800.wav,,,11,plastic_bag
300040620400.wav,,,11,plastic_bag
300040640000.wav,,,11,plastic_bag
30005010500.wav,,,11,plastic_bag
30005020500.wav,,,11,plastic_bag
300050220400.wav,,,11,plastic_bag
30005030500.wav,,,11,plastic_bag
300050320400.wav,,,11,plastic_bag
30005040500.wav,,,11,plastic_bag
300050420400.wav,,,11,plastic_bag
30005050500.wav,,,11,plastic_bag
30005060500.wav,,,11,plastic_bag
300050620400.wav,,,11,plastic_bag
30007020500.wav,,,11,plastic_bag
30007020800.wav,,,11,plastic_bag
300070220400.wav,,,11,plastic_bag
300070240000.wav,,,11,plastic_bag
30007030800.wav,,,11,plastic_bag
30007040500.wav,,,11,plastic_bag
300070420400.wav,,,11,plastic_bag
300070440000.wav,,,11,plastic_bag
30007050500.wav,,,11,plastic_bag
300070520400.wav,,,11,plastic_bag
300070540000.wav,,,11,plastic_bag
30007060500.wav,,,11,plastic_bag
30007060800.wav,,,11,plastic_bag
300070620400.wav,,,11,plastic_bag
300070640000.wav,,,11,plastic_bag
30008010500.wav,,,11,plastic_bag
30008020500.wav,,,11,plastic_bag
50001010800.wav,,,11,plastic_bag
50001020500.wav,,,11,plastic_bag
50001020800.wav,,,11,plastic_bag
500010220400.wav,,,11,plastic_bag
50001050800.wav,,,11,plastic_bag
50001060500.wav,,,11,plastic_bag
50001060800.wav,,,11,plastic_bag
500010620400.wav,,,11,plastic_bag
500010640000.wav,,,11,plastic_bag
50002020800.wav,,,11,plastic_bag
500020220400.wav,,,11,plastic_bag
500020240000.wav,,,11,plastic_bag
50002050800.wav,,,11,plastic_bag
50002060500.wav,,,11,plastic_bag
50002060800.wav,,,11,plastic_bag
500020620400.wav,,,11,plastic_bag
500020640000.wav,,,11,plastic_bag
50003050500.wav,,,11,plastic_bag
50004020800.wav,,,11,plastic_bag
500040220400.wav,,,11,plastic_bag
500040240000.wav,,,11,plastic_bag
50004060500.wav,,,11,plastic_bag
50004060800.wav,,,11,plastic_bag
500040620400.wav,,,11,plastic_bag
500040640000.wav,,,11,plastic_bag
50005010500.wav,,,11,plastic_bag
500050120400.wav,,,11,plastic_bag
50005020500.wav,,,11,plastic_bag
500050220400.wav,,,11,plastic_bag
50005030500.wav,,,11,plastic_bag
500050320400.wav,,,11,plastic_bag
50005040500.wav,,,11,plastic_bag
500050420400.wav,,,11,plastic_bag
50005050500.wav,,,11,plastic_bag
500050520400.wav,,,11,plastic_bag
50005060500.wav,,,11,plastic_bag
500050620400.wav,,,11,plastic_bag
50007020500.wav,,,11,plastic_bag
50007020800.wav,,,11,plastic_bag
500070220400.wav,,,11,plastic_bag
500070240000.wav,,,11,plastic_bag
50007030800.wav,,,11,plastic_bag
500070320400.wav,,,11,plastic_bag
50007040500.wav,,,11,plastic_bag
50007040800.wav,,,11,plastic_bag
500070420400.wav,,,11,plastic_bag
500070440000.wav,,,11,plastic_bag
50007050500.wav,,,11,plastic_bag
50007050800.wav,,,11,plastic_bag
500070520400.wav,,,11,plastic_bag
500070540000.wav,,,11,plastic_bag
50007060500.wav,,,11,plastic_bag
50007060800.wav,,,11,plastic_bag
500070620400.wav,,,11,plastic_bag
500070640000.wav,,,11,plastic_bag
50007070800.wav,,,11,plastic_bag
50008010500.wav,,,11,plastic_bag
50008020500.wav,,,11,plastic_bag
90008010500.wav,,,11,plastic_bag
90008020500.wav,,,11,plastic_bag
